OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,Delivered,CompanyName,City,Country,FirstName,LastName
10502,PERIC,2,1997-04-10,1997-05-08,1997-04-29,1,69.32,Pericles Comidas cl sicas,Calle Dr. Jorge Cash 321,M xico D.F.,,05033,Mexico,True,Pericles Comidas cl sicas,M xico D.F.,Mexico,Andrew,Fuller
10503,HUNGO,6,1997-04-11,1997-05-09,1997-04-16,2,16.74,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,True,Hungry Owl All-Night Grocers,Cork,Ireland,Michael,Suyama
10504,WHITC,4,1997-04-11,1997-05-09,1997-04-18,3,59.13,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,True,White Clover Markets,Seattle,USA,Margaret,Peacock
10505,MEREP,3,1997-04-14,1997-05-12,1997-04-21,3,7.13,M re Paillarde,43 rue St. Laurent,Montr al,Qu bec,H1J 1C3,Canada,True,M re Paillarde,Montr al,Canada,Janet,Leverling
10506,KOENE,9,1997-04-15,1997-05-13,1997-05-02,2,21.19,K niglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,True,K niglich Essen,Brandenburg,Germany,Anne,Dodsworth
10507,ANTON,7,1997-04-15,1997-05-13,1997-04-22,1,47.45,Antonio Moreno Taquer a,Mataderos  2312,M xico D.F.,,05023,Mexico,True,Antonio Moreno Taquer a,M xico D.F.,Mexico,Robert,King
10508,OTTIK,1,1997-04-16,1997-05-14,1997-05-13,2,4.99,Ottilies K seladen,Mehrheimerstr. 369,K ln,,50739,Germany,True,Ottilies K seladen,K ln,Germany,Nancy,Davolio
10509,BLAUS,4,1997-04-17,1997-05-15,1997-04-29,1,0.15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,True,Blauer See Delikatessen,Mannheim,Germany,Margaret,Peacock
10510,SAVEA,6,1997-04-18,1997-05-16,1997-04-28,3,367.63,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,True,Save-a-lot Markets,Boise,USA,Michael,Suyama
10511,BONAP,4,1997-04-18,1997-05-16,1997-04-21,3,350.64,Bon app',"12, rue des Bouchers",Marseille,,13008,France,True,Bon app',Marseille,France,Margaret,Peacock
10512,FAMIA,7,1997-04-21,1997-05-19,1997-04-24,2,3.53,Familia Arquibaldo,"Rua Or s, 92",Sao Paulo,SP,05442-030,Brazil,True,Familia Arquibaldo,Sao Paulo,Brazil,Robert,King
10513,WANDK,7,1997-04-22,1997-06-03,1997-04-28,1,105.65,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,True,Die Wandernde Kuh,Stuttgart,Germany,Robert,King
10514,ERNSH,3,1997-04-22,1997-05-20,1997-05-16,2,789.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,True,Ernst Handel,Graz,Austria,Janet,Leverling
10515,QUICK,2,1997-04-23,1997-05-07,1997-05-23,1,204.47,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,True,QUICK-Stop,Cunewalde,Germany,Andrew,Fuller
10516,HUNGO,2,1997-04-24,1997-05-22,1997-05-01,3,62.78,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,True,Hungry Owl All-Night Grocers,Cork,Ireland,Andrew,Fuller
10517,NORTS,3,1997-04-24,1997-05-22,1997-04-29,3,32.07,North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK,True,North/South,London,UK,Janet,Leverling
10518,TORTU,4,1997-04-25,1997-05-09,1997-05-05,2,218.15,Tortuga Restaurante,Avda. Azteca 123,M xico D.F.,,05033,Mexico,True,Tortuga Restaurante,M xico D.F.,Mexico,Margaret,Peacock
10519,CHOPS,6,1997-04-28,1997-05-26,1997-05-01,3,91.76,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,True,Chop-suey Chinese,Bern,Switzerland,Michael,Suyama
10520,SANTG,7,1997-04-29,1997-05-27,1997-05-01,1,13.37,Sant  Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,True,Sant  Gourmet,Stavern,Norway,Robert,King
10521,CACTU,8,1997-04-29,1997-05-27,1997-05-02,2,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina,True,Cactus Comidas para llevar,Buenos Aires,Argentina,Laura,Callahan
10522,LEHMS,4,1997-04-30,1997-05-28,1997-05-06,1,45.33,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,True,Lehmanns Marktstand,Frankfurt a.M.,Germany,Margaret,Peacock
10523,SEVES,7,1997-05-01,1997-05-29,1997-05-30,2,77.63,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,True,Seven Seas Imports,London,UK,Robert,King
10524,BERGS,1,1997-05-01,1997-05-29,1997-05-07,2,244.79,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,True,Berglunds snabbk p,Lule ,Sweden,Nancy,Davolio
10525,BONAP,1,1997-05-02,1997-05-30,1997-05-23,2,11.06,Bon app',"12, rue des Bouchers",Marseille,,13008,France,True,Bon app',Marseille,France,Nancy,Davolio
10526,WARTH,4,1997-05-05,1997-06-02,1997-05-15,2,58.59,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,True,Wartian Herkku,Oulu,Finland,Margaret,Peacock
10527,QUICK,7,1997-05-05,1997-06-02,1997-05-07,1,41.9,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,True,QUICK-Stop,Cunewalde,Germany,Robert,King
10528,GREAL,6,1997-05-06,1997-05-20,1997-05-09,2,3.35,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,True,Great Lakes Food Market,Eugene,USA,Michael,Suyama
10529,MAISD,5,1997-05-07,1997-06-04,1997-05-09,2,66.69,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,True,Maison Dewey,Bruxelles,Belgium,Steven,Buchanan
10530,PICCO,3,1997-05-08,1997-06-05,1997-05-12,2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,True,Piccolo und mehr,Salzburg,Austria,Janet,Leverling
10531,OCEAN,7,1997-05-08,1997-06-05,1997-05-19,1,8.12,Oc ano Atl ntico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina,True,Oc ano Atl ntico Ltda.,Buenos Aires,Argentina,Robert,King
10532,EASTC,7,1997-05-09,1997-06-06,1997-05-12,3,74.46,Eastern Connection,35 King George,London,,WX3 6FW,UK,True,Eastern Connection,London,UK,Robert,King
10533,FOLKO,8,1997-05-12,1997-06-09,1997-05-22,1,188.04,Folk och f  HB, kergatan 24,Br cke,,S-844 67,Sweden,True,Folk och f  HB,Br cke,Sweden,Laura,Callahan
10534,LEHMS,8,1997-05-12,1997-06-09,1997-05-14,2,27.94,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,True,Lehmanns Marktstand,Frankfurt a.M.,Germany,Laura,Callahan
10535,ANTON,4,1997-05-13,1997-06-10,1997-05-21,1,15.64,Antonio Moreno Taquer a,Mataderos  2312,M xico D.F.,,05023,Mexico,True,Antonio Moreno Taquer a,M xico D.F.,Mexico,Margaret,Peacock
10536,LEHMS,3,1997-05-14,1997-06-11,1997-06-06,2,58.88,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,True,Lehmanns Marktstand,Frankfurt a.M.,Germany,Janet,Leverling
10537,RICSU,1,1997-05-14,1997-05-28,1997-05-19,1,78.85,Richter Supermarkt,Starenweg 5,Gen ve,,1204,Switzerland,True,Richter Supermarkt,Gen ve,Switzerland,Nancy,Davolio
10538,BSBEV,9,1997-05-15,1997-06-12,1997-05-16,3,4.87,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,True,B's Beverages,London,UK,Anne,Dodsworth
10539,BSBEV,6,1997-05-16,1997-06-13,1997-05-23,3,12.36,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,True,B's Beverages,London,UK,Michael,Suyama
10540,QUICK,3,1997-05-19,1997-06-16,1997-06-13,3,1007.64,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,True,QUICK-Stop,Cunewalde,Germany,Janet,Leverling
10541,HANAR,2,1997-05-19,1997-06-16,1997-05-29,1,68.65,Hanari Carnes,"Rua do Pa o, 67",Rio de Janeiro,RJ,05454-876,Brazil,True,Hanari Carnes,Rio de Janeiro,Brazil,Andrew,Fuller
10542,KOENE,1,1997-05-20,1997-06-17,1997-05-26,3,10.95,K niglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,True,K niglich Essen,Brandenburg,Germany,Nancy,Davolio
10543,LILAS,8,1997-05-21,1997-06-18,1997-05-23,2,48.17,LILA-Supermercado,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,True,LILA-Supermercado,Barquisimeto,Venezuela,Laura,Callahan
10544,LONEP,4,1997-05-21,1997-06-18,1997-05-30,1,24.91,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,True,Lonesome Pine Restaurant,Portland,USA,Margaret,Peacock
10545,LAZYK,8,1997-05-22,1997-06-19,1997-06-26,2,11.92,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA,True,Lazy K Kountry Store,Walla Walla,USA,Laura,Callahan
10546,VICTE,1,1997-05-23,1997-06-20,1997-05-27,3,194.72,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,True,Victuailles en stock,Lyon,France,Nancy,Davolio
10547,SEVES,3,1997-05-23,1997-06-20,1997-06-02,2,178.43,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,True,Seven Seas Imports,London,UK,Janet,Leverling
10548,TOMSP,3,1997-05-26,1997-06-23,1997-06-02,2,1.43,Toms Spezialit ten,Luisenstr. 48,M nster,,44087,Germany,True,Toms Spezialit ten,M nster,Germany,Janet,Leverling
10549,QUICK,5,1997-05-27,1997-06-10,1997-05-30,1,171.24,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,True,QUICK-Stop,Cunewalde,Germany,Steven,Buchanan
10550,GODOS,7,1997-05-28,1997-06-25,1997-06-06,3,4.32,Godos Cocina T pica,"C/ Romero, 33",Sevilla,,41101,Spain,True,Godos Cocina T pica,Sevilla,Spain,Robert,King
10551,FURIB,4,1997-05-28,1997-07-09,1997-06-06,3,72.95,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,True,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,Margaret,Peacock
10552,HILAA,2,1997-05-29,1997-06-26,1997-06-05,1,83.22,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,True,HILARION-Abastos,San Crist bal,Venezuela,Andrew,Fuller
10553,WARTH,2,1997-05-30,1997-06-27,1997-06-03,2,149.49,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,True,Wartian Herkku,Oulu,Finland,Andrew,Fuller
10554,OTTIK,4,1997-05-30,1997-06-27,1997-06-05,3,120.97,Ottilies K seladen,Mehrheimerstr. 369,K ln,,50739,Germany,True,Ottilies K seladen,K ln,Germany,Margaret,Peacock
10555,SAVEA,6,1997-06-02,1997-06-30,1997-06-04,3,252.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,True,Save-a-lot Markets,Boise,USA,Michael,Suyama
10556,SIMOB,2,1997-06-03,1997-07-15,1997-06-13,1,9.8,Simons bistro,Vinb ltet 34,Kobenhavn,,1734,Denmark,True,Simons bistro,Kobenhavn,Denmark,Andrew,Fuller
10557,LEHMS,9,1997-06-03,1997-06-17,1997-06-06,2,96.72,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,True,Lehmanns Marktstand,Frankfurt a.M.,Germany,Anne,Dodsworth
10558,AROUT,1,1997-06-04,1997-07-02,1997-06-10,2,72.97,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,True,Around the Horn,London,UK,Nancy,Davolio
10559,BLONP,6,1997-06-05,1997-07-03,1997-06-13,1,8.05,Blondel p re et fils,"24, place Kl ber",Strasbourg,,67000,France,True,Blondesddsl p re et fils,Strasbourg,France,Michael,Suyama
10560,FRANK,8,1997-06-06,1997-07-04,1997-06-09,1,36.65,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,True,Frankenversand,M nchen,Germany,Laura,Callahan
10561,FOLKO,2,1997-06-06,1997-07-04,1997-06-09,2,242.21,Folk och f  HB, kergatan 24,Br cke,,S-844 67,Sweden,True,Folk och f  HB,Br cke,Sweden,Andrew,Fuller
10562,REGGC,1,1997-06-09,1997-07-07,1997-06-12,1,22.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,True,Reggiani Caseifici,Reggio Emilia,Italy,Nancy,Davolio
10563,RICAR,2,1997-06-10,1997-07-22,1997-06-24,2,60.43,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,True,Ricardo Adocicados,Rio de Janeiro,Brazil,Andrew,Fuller
10564,RATTC,4,1997-06-10,1997-07-08,1997-06-16,3,13.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,True,Rattlesnake Canyon Grocery,Albuquerque,USA,Margaret,Peacock
10565,MEREP,8,1997-06-11,1997-07-09,1997-06-18,2,7.15,M re Paillarde,43 rue St. Laurent,Montr al,Qu bec,H1J 1C3,Canada,True,M re Paillarde,Montr al,Canada,Laura,Callahan
10566,BLONP,9,1997-06-12,1997-07-10,1997-06-18,1,88.4,Blondel p re et fils,"24, place Kl ber",Strasbourg,,67000,France,True,Blondesddsl p re et fils,Strasbourg,France,Anne,Dodsworth
10567,HUNGO,1,1997-06-12,1997-07-10,1997-06-17,1,33.97,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,True,Hungry Owl All-Night Grocers,Cork,Ireland,Nancy,Davolio
10568,GALED,3,1997-06-13,1997-07-11,1997-07-09,3,6.54,Galer a del gastron mo,"Rambla de Catalu a, 23",Barcelona,,8022,Spain,True,Galer a del gastr nomo,Barcelona,Spain,Janet,Leverling
10569,RATTC,5,1997-06-16,1997-07-14,1997-07-11,1,58.98,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,True,Rattlesnake Canyon Grocery,Albuquerque,USA,Steven,Buchanan
10570,MEREP,3,1997-06-17,1997-07-15,1997-06-19,3,188.99,M re Paillarde,43 rue St. Laurent,Montr al,Qu bec,H1J 1C3,Canada,True,M re Paillarde,Montr al,Canada,Janet,Leverling
10571,ERNSH,8,1997-06-17,1997-07-29,1997-07-04,3,26.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,True,Ernst Handel,Graz,Austria,Laura,Callahan
10572,BERGS,3,1997-06-18,1997-07-16,1997-06-25,2,116.43,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,True,Berglunds snabbk p,Lule ,Sweden,Janet,Leverling
10573,ANTON,7,1997-06-19,1997-07-17,1997-06-20,3,84.84,Antonio Moreno Taquer a,Mataderos  2312,M xico D.F.,,05023,Mexico,True,Antonio Moreno Taquer a,M xico D.F.,Mexico,Robert,King
10574,TRAIH,4,1997-06-19,1997-07-17,1997-06-30,2,37.6,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA,True,Trail's Head Gourmet Provisioners,Kirkland,USA,Margaret,Peacock
10575,MORGK,5,1997-06-20,1997-07-04,1997-06-30,1,127.34,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,True,Morgenstern Gesundkost,Leipzig,Germany,Steven,Buchanan
10576,TORTU,3,1997-06-23,1997-07-07,1997-06-30,3,18.56,Tortuga Restaurante,Avda. Azteca 123,M xico D.F.,,05033,Mexico,True,Tortuga Restaurante,M xico D.F.,Mexico,Janet,Leverling
10577,TRAIH,9,1997-06-23,1997-08-04,1997-06-30,2,25.41,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA,True,Trail's Head Gourmet Provisioners,Kirkland,USA,Anne,Dodsworth
10578,BSBEV,4,1997-06-24,1997-07-22,1997-07-25,3,29.6,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,True,B's Beverages,London,UK,Margaret,Peacock
10579,LETSS,1,1997-06-25,1997-07-23,1997-07-04,2,13.73,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA,True,Let's Stop N Shop,San Francisco,USA,Nancy,Davolio
10580,OTTIK,4,1997-06-26,1997-07-24,1997-07-01,3,75.89,Ottilies K seladen,Mehrheimerstr. 369,K ln,,50739,Germany,True,Ottilies K seladen,K ln,Germany,Margaret,Peacock
10581,FAMIA,3,1997-06-26,1997-07-24,1997-07-02,1,3.01,Familia Arquibaldo,"Rua Or s, 92",Sao Paulo,SP,05442-030,Brazil,True,Familia Arquibaldo,Sao Paulo,Brazil,Janet,Leverling
10582,BLAUS,3,1997-06-27,1997-07-25,1997-07-14,2,27.71,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,True,Blauer See Delikatessen,Mannheim,Germany,Janet,Leverling
10583,WARTH,2,1997-06-30,1997-07-28,1997-07-04,2,7.28,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,True,Wartian Herkku,Oulu,Finland,Andrew,Fuller
10584,BLONP,4,1997-06-30,1997-07-28,1997-07-04,1,59.14,Blondel p re et fils,"24, place Kl ber",Strasbourg,,67000,France,True,Blondesddsl p re et fils,Strasbourg,France,Margaret,Peacock
10585,WELLI,7,1997-07-01,1997-07-29,1997-07-10,1,13.41,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,True,Wellington Importadora,Resende,Brazil,Robert,King
10586,REGGC,9,1997-07-02,1997-07-30,1997-07-09,1,0.48,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,True,Reggiani Caseifici,Reggio Emilia,Italy,Anne,Dodsworth
10587,QUEDE,1,1997-07-02,1997-07-30,1997-07-09,1,62.52,Que Del cia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,True,Que Del cia,Rio de Janeiro,Brazil,Nancy,Davolio
10588,QUICK,2,1997-07-03,1997-07-31,1997-07-10,3,194.67,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,True,QUICK-Stop,Cunewalde,Germany,Andrew,Fuller
10589,GREAL,8,1997-07-04,1997-08-01,1997-07-14,2,4.42,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,True,Great Lakes Food Market,Eugene,USA,Laura,Callahan
10590,MEREP,4,1997-07-07,1997-08-04,1997-07-14,3,44.77,M re Paillarde,43 rue St. Laurent,Montr al,Qu bec,H1J 1C3,Canada,True,M re Paillarde,Montr al,Canada,Margaret,Peacock
10591,VAFFE,1,1997-07-07,1997-07-21,1997-07-16,1,55.92,Vaffeljernet,Smagsloget 45, rhus,,8200,Denmark,True,Vaffeljernet, rhus,Denmark,Nancy,Davolio
10592,LEHMS,3,1997-07-08,1997-08-05,1997-07-16,1,32.1,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,True,Lehmanns Marktstand,Frankfurt a.M.,Germany,Janet,Leverling
10593,LEHMS,7,1997-07-09,1997-08-06,1997-08-13,2,174.2,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,True,Lehmanns Marktstand,Frankfurt a.M.,Germany,Robert,King
10594,OLDWO,3,1997-07-09,1997-08-06,1997-07-16,2,5.24,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,True,Old World Delicatessen,Anchorage,USA,Janet,Leverling
10595,ERNSH,2,1997-07-10,1997-08-07,1997-07-14,1,96.78,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,True,Ernst Handel,Graz,Austria,Andrew,Fuller
10596,WHITC,8,1997-07-11,1997-08-08,1997-08-12,1,16.34,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,True,White Clover Markets,Seattle,USA,Laura,Callahan
10597,PICCO,7,1997-07-11,1997-08-08,1997-07-18,3,35.12,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,True,Piccolo und mehr,Salzburg,Austria,Robert,King
10598,RATTC,1,1997-07-14,1997-08-11,1997-07-18,3,44.42,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,True,Rattlesnake Canyon Grocery,Albuquerque,USA,Nancy,Davolio
10599,BSBEV,6,1997-07-15,1997-08-26,1997-07-21,3,29.98,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,True,B's Beverages,London,UK,Michael,Suyama
10600,HUNGC,4,1997-07-16,1997-08-13,1997-07-21,1,45.13,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,True,Hungry Coyote Import Store,Elgin,USA,Margaret,Peacock
10601,HILAA,7,1997-07-16,1997-08-27,1997-07-22,1,58.3,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,True,HILARION-Abastos,San Crist bal,Venezuela,Robert,King
10602,VAFFE,8,1997-07-17,1997-08-14,1997-07-22,2,2.92,Vaffeljernet,Smagsloget 45, rhus,,8200,Denmark,True,Vaffeljernet, rhus,Denmark,Laura,Callahan
10603,SAVEA,8,1997-07-18,1997-08-15,1997-08-08,2,48.77,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,True,Save-a-lot Markets,Boise,USA,Laura,Callahan
10604,FURIB,1,1997-07-18,1997-08-15,1997-07-29,1,7.46,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,True,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,Nancy,Davolio
10605,MEREP,1,1997-07-21,1997-08-18,1997-07-29,2,379.13,M re Paillarde,43 rue St. Laurent,Montr al,Qu bec,H1J 1C3,Canada,True,M re Paillarde,Montr al,Canada,Nancy,Davolio
10606,TRADH,4,1997-07-22,1997-08-19,1997-07-31,3,79.4,Tradi ao Hipermercados,"Av. In s de Castro, 414",Sao Paulo,SP,05634-030,Brazil,True,Tradi  o Hipermercados,Sao Paulo,Brazil,Margaret,Peacock
10607,SAVEA,5,1997-07-22,1997-08-19,1997-07-25,1,200.24,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,True,Save-a-lot Markets,Boise,USA,Steven,Buchanan
10608,TOMSP,4,1997-07-23,1997-08-20,1997-08-01,2,27.79,Toms Spezialit ten,Luisenstr. 48,M nster,,44087,Germany,True,Toms Spezialit ten,M nster,Germany,Margaret,Peacock
10609,DUMON,7,1997-07-24,1997-08-21,1997-07-30,2,1.85,Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,France,True,Du monde entier,Nantes,France,Robert,King
10610,LAMAI,8,1997-07-25,1997-08-22,1997-08-06,1,26.78,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,True,La maison d'Asie,Toulouse,France,Laura,Callahan
10611,WOLZA,6,1997-07-25,1997-08-22,1997-08-01,2,80.65,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland,True,Wolski  Zajazd,Warszawa,Poland,Michael,Suyama
10612,SAVEA,1,1997-07-28,1997-08-25,1997-08-01,2,544.08,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,True,Save-a-lot Markets,Boise,USA,Nancy,Davolio
10613,HILAA,4,1997-07-29,1997-08-26,1997-08-01,2,8.11,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,True,HILARION-Abastos,San Crist bal,Venezuela,Margaret,Peacock
10614,BLAUS,8,1997-07-29,1997-08-26,1997-08-01,3,1.93,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,True,Blauer See Delikatessen,Mannheim,Germany,Laura,Callahan
10615,WILMK,2,1997-07-30,1997-08-27,1997-08-06,3,0.75,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,True,Wilman Kala,Helsinki,Finland,Andrew,Fuller
10616,GREAL,1,1997-07-31,1997-08-28,1997-08-05,2,116.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,True,Great Lakes Food Market,Eugene,USA,Nancy,Davolio
10617,GREAL,4,1997-07-31,1997-08-28,1997-08-04,2,18.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,True,Great Lakes Food Market,Eugene,USA,Margaret,Peacock
10618,MEREP,1,1997-08-01,1997-09-12,1997-08-08,1,154.68,M re Paillarde,43 rue St. Laurent,Montr al,Qu bec,H1J 1C3,Canada,True,M re Paillarde,Montr al,Canada,Nancy,Davolio
10619,MEREP,3,1997-08-04,1997-09-01,1997-08-07,3,91.05,M re Paillarde,43 rue St. Laurent,Montr al,Qu bec,H1J 1C3,Canada,True,M re Paillarde,Montr al,Canada,Janet,Leverling
10620,LAUGB,2,1997-08-05,1997-09-02,1997-08-14,3,0.94,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada,True,Laughing Bacchus Wine Cellars,Vancouver,Canada,Andrew,Fuller
10621,ISLAT,4,1997-08-05,1997-09-02,1997-08-11,2,23.73,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,True,Island Trading,Cowes,UK,Margaret,Peacock
10622,RICAR,4,1997-08-06,1997-09-03,1997-08-11,3,50.97,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,True,Ricardo Adocicados,Rio de Janeiro,Brazil,Margaret,Peacock
10623,FRANK,8,1997-08-07,1997-09-04,1997-08-12,2,97.18,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,True,Frankenversand,M nchen,Germany,Laura,Callahan
10624,THECR,4,1997-08-07,1997-09-04,1997-08-19,2,94.8,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA,True,The Cracker Box,Butte,USA,Margaret,Peacock
10625,ANATR,3,1997-08-08,1997-09-05,1997-08-14,1,43.9,Ana Trujillo Emparedados y helados,Avda. de la Constituci n 2222,M xico D.F.,,05021,Mexico,True,Ana Trujillo Emparedados y helados,M xico D.F.,Mexico,Janet,Leverling
10626,BERGS,1,1997-08-11,1997-09-08,1997-08-20,2,138.69,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,True,Berglunds snabbk p,Lule ,Sweden,Nancy,Davolio
10627,SAVEA,8,1997-08-11,1997-09-22,1997-08-21,3,107.46,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,True,Save-a-lot Markets,Boise,USA,Laura,Callahan
10628,BLONP,4,1997-08-12,1997-09-09,1997-08-20,3,30.36,Blondel p re et fils,"24, place Kl ber",Strasbourg,,67000,France,True,Blondesddsl p re et fils,Strasbourg,France,Margaret,Peacock
10629,GODOS,4,1997-08-12,1997-09-09,1997-08-20,3,85.46,Godos Cocina T pica,"C/ Romero, 33",Sevilla,,41101,Spain,True,Godos Cocina T pica,Sevilla,Spain,Margaret,Peacock
10630,KOENE,1,1997-08-13,1997-09-10,1997-08-19,2,32.35,K niglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,True,K niglich Essen,Brandenburg,Germany,Nancy,Davolio
